id,question_type,label,is_correct,answer,letter_answer,llm_output,llm_extracted_output,model
152,ddxplus,less,False,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
153,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
154,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
155,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
156,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
157,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
158,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
159,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
160,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
161,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
162,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
163,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
164,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
165,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
166,ddxplus,less,False,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
167,ddxplus,no effect,False,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
168,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
169,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
170,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
171,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
172,ddxplus,less,False,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
173,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
174,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
175,ddxplus,no effect,False,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
176,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
177,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
178,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
179,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
180,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
181,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
182,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
183,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
184,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
185,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
186,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
187,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
188,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
189,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
190,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
191,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
192,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
193,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
194,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
195,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
196,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
197,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
198,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
199,ddxplus,more,True,more,a,ERROR: Missing openai. Install: pip install openai==0.27.7 tree-of-thoughts-llm==0.1.0 graph_of_thoughts==0.0.2 backoff,,llama3.1:8b
